number,reinhardtii_gene,Gene_name,diff_0,total_0,JC_distance_0,diff_2,total_2,JC_distance_2,diff_4,total_4,JC_distance_4,SFS0,SFS0_theta_pi,SFS4,SFS4_theta_pi,connectivity,max_connectivity,sum_connectivity
534,Cre12_g498550_t1_3|PACid:26906297,Cre12.g498550,12,567,0.021468371,4,122,0.033525134,28,169,0.187218929,"[640, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000458842,"[183, 3, 3, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.016609393,"[['507', '5']]",5,5
561,Cre01_g005150_t1_1|PACid:26903095,Cre01.g005150,9,876,0.010344992,17,200,0.090214624,42,255,0.18596904,"[874, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00079743,"[235, 9, 0, 4, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.016068615,"[['895', '4'], ['904', '4'], ['894', '4']]",4,12
702,Cre08_g378850_t1_2|PACid:26888532,Cre08.g378850,26,743,0.035835939,5,137,0.037414241,41,249,0.185908499,"[741, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001693205,"[215, 11, 5, 2, 3, 1, 3, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.034280379,"[['367', '5'], ['592', '5']]",5,10
140,Cre06_g294950_t1_3|PACid:26893895,Cre06.g294950,21,741,0.028889404,7,138,0.052521453,38,231,0.18570804,"[713, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000566754,"[203, 2, 1, 1, 2, 3, 5, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.030184195,"[['1499', '5'], ['1512', '5'], ['1503', '5'], ['1505', '5'], ['1508', '5'], ['1506', '5'], ['1501', '5'], ['1514', '5'], ['1510', '5']]",5,45
491,Cre12_g519100_t1_2|PACid:26906657,Cre12.g519100,11,933,0.011883576,7,199,0.036027509,45,274,0.185364069,"[973, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00034153,"[267, 10, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.009536436,"[['1519', '5'], ['281', '6']]",6,11
612,Cre06_g273000_t1_2|PACid:26894144,Cre06.g273000,1,260,0.00385605,1,64,0.015790057,11,67,0.185294327,"[260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[61, 1, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.033947908,"[['422', '5']]",5,5
517,Cre12_g517150_t1_1|PACid:26908217,Cre12.g517150,7,821,0.008575022,10,187,0.055478148,36,220,0.184599802,"[817, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000645624,"[196, 9, 1, 3, 6, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.025933921,"[['1340', '6'], ['1338', '6'], ['1339', '6']]",6,18
391,Cre12_g558700_t1_2|PACid:26906855,Cre12.g558700,8,741,0.010874681,13,180,0.0759403,34,208,0.184376222,"[732, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00122549,"[197, 1, 1, 2, 1, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.018060686,"[['342', '4'], ['429', '4'], ['434', '4'], ['354', '4'], ['344', '4'], ['350', '4'], ['347', '4'], ['431', '4'], ['383', '4']]",4,36
108,Cre03_g162000_t1_2|PACid:26901360,Cre03.g162000,35,679,0.053403335,24,158,0.169734845,32,196,0.184125344,"[662, 0, 0, 2, 0, 0, 1, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.006876362,"[171, 2, 0, 6, 6, 0, 2, 4, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.05218805,"[['2071', '4']]",4,4
726,Cre12_g514750_t1_2|PACid:26906572,Cre12.g514750,24,905,0.026999541,9,206,0.045013507,45,276,0.183841844,"[894, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00097018,"[255, 9, 2, 1, 2, 0, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.019916815,"[['158', '6']]",6,6
98,Cre03_g203850_t1_2|PACid:26902025,Cre03.g203850,21,910,0.023439408,3,194,0.015625565,44,270,0.18373897,"[906, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000582411,"[245, 9, 2, 3, 3, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.021810972,"[['364', '5']]",5,5
110,Cre01_g053450_t1_3|PACid:26903043,Cre01.g053450,236,4793,0.050929175,48,1024,0.048403891,239,1468,0.18353915,"[5270, 2, 16, 2, 0, 0, 2, 3, 7, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002334267,"[1534, 6, 51, 4, 1, 0, 11, 12, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.020784952,"[['463', '3'], ['396', '4'], ['395', '4'], ['462', '3']]",4,14
123,Cre12_g537200_t1_2|PACid:26907430,Cre12.g537200,23,2038,0.011371345,23,524,0.045229955,86,529,0.183238222,"[2019, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000274484,"[458, 24, 8, 12, 5, 4, 4, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.032366714,"[['160', '5']]",5,5
269,Cre01_g042800_t1_2|PACid:26903750,Cre01.g042800,21,809,0.026417825,10,188,0.055171925,38,235,0.182129851,"[798, 1, 4, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.003045249,"[223, 3, 3, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.010508226,"[['525', '5'], ['528', '5']]",5,10
115,Cre10_g451950_t1_2|PACid:26905371,Cre10.g451950,15,1013,0.01495563,18,251,0.075377191,45,282,0.179422267,"[1011, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000523134,"[266, 10, 3, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.010846892,"[['1629', '4'], ['1773', '4'], ['904', '4']]",4,12
603,Cre02_g113200_t1_3|PACid:26899540,Cre02.g113200,12,770,0.01574861,6,156,0.0394828,32,203,0.176963248,"[979, 6, 0, 1, 0, 1, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005307584,"[255, 5, 3, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01221832,"[['1360', '7']]",7,7
183,Cre16_g685550_t1_2|PACid:26892144,Cre16.g685550,11,702,0.015835521,5,141,0.036326713,34,216,0.176674553,"[698, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000840336,"[196, 5, 1, 5, 0, 5, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.027238182,"[['1587', '5'], ['216', '5'], ['1586', '5'], ['1572', '4'], ['1571', '8'], ['1585', '5'], ['217', '5'], ['215', '5']]",8,42
220,Cre06_g253350_t1_2|PACid:26893232,Cre06.g253350,3,315,0.009584795,11,72,0.170837948,14,89,0.176542894,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[['906', '4']]",4,4
197,Cre12_g542300_t1_2|PACid:26906862,Cre12.g542300,31,830,0.038311459,11,162,0.071174056,44,280,0.176339807,"[821, 2, 1, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002541757,"[264, 3, 0, 0, 3, 1, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.018643908,"[['831', '5'], ['905', '5']]",5,10
23,Cre13_g592200_t1_2|PACid:26899167,Cre13.g592200,68,4328,0.015878551,58,960,0.062989242,205,1307,0.175966562,"[4355, 12, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000701134,"[1235, 42, 10, 14, 10, 3, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01469475,"[['683', '6'], ['1343', '6']]",6,12
300,Cre03_g160500_t1_2|PACid:26902866,Cre03.g160500,23,1170,0.01992034,12,312,0.0394828,45,288,0.175211138,"[1159, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00068118,"[257, 6, 7, 1, 3, 3, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.025865665,"[['759', '6']]",6,6
571,Cre07_g331550_t1_2|PACid:26889816,Cre07.g331550,14,808,0.017530013,14,172,0.086160207,34,218,0.174849082,"[810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[210, 7, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005966301,"[['898', '4']]",4,4
666,Cre08_g382350_t1_2|PACid:26887961,Cre08.g382350,18,834,0.021899366,6,178,0.034488835,36,232,0.173851211,"[837, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[214, 4, 1, 7, 0, 1, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.024397115,"[['2071', '4']]",4,4
478,Cre07_g325400_t1_2|PACid:26889927,Cre07.g325400,7,776,0.009075305,9,170,0.054902553,36,233,0.173011971,"[775, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[223, 5, 0, 1, 1, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.014217083,"[['119', '5']]",5,5
286,Cre03_g188250_t1_2|PACid:26902535,Cre03.g188250,31,1016,0.031149822,14,213,0.068787951,43,279,0.172527772,"[1015, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000495342,"[267, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004124159,"[['176', '4']]",4,4
130,Cre17_g713350_t1_2|PACid:26897147,Cre17.g713350,16,1081,0.014949109,8,185,0.044539987,55,357,0.172451956,"[770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[251, 3, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005086341,"[['2087', '4'], ['2144', '4']]",4,8
230,Cre01_g004500_t1_2|PACid:26904125,Cre01.g004500,13,976,0.013439367,8,202,0.040687942,40,260,0.172180831,"[971, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000437075,"[233, 6, 3, 2, 2, 5, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.030289158,"[['117', '3'], ['118', '3']]",3,6
679,Cre02_g097900_t1_2|PACid:26900017,Cre02.g097900,20,846,0.024021269,14,191,0.077132132,36,234,0.172180831,"[803, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001263455,"[190, 8, 4, 1, 1, 4, 3, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.037581699,"[['1577', '4'], ['563', '4'], ['561', '4'], ['1580', '4'], ['1575', '4'], ['562', '4'], ['1616', '4'], ['269', '4'], ['573', '4'], ['575', '4'], ['1584', '4'], ['129', '4'], ['574', '4'], ['1574', '4'], ['1579', '4'], ['1765', '4'], ['1578', '4']]",4,68
403,Cre07_g313700_t1_3|PACid:26889752,Cre07.g313700,34,1093,0.031770555,18,246,0.076990616,50,327,0.170997982,"[1092, 1, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001690537,"[315, 7, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005791855,"[['1350', '6']]",6,6
188,Cre07_g327400_t1_1|PACid:26889066,Cre07.g327400,10,552,0.018338322,14,145,0.10335737,22,144,0.170837948,"[555, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00019984,"[136, 1, 0, 4, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.017928468,"[['626', '5']]",5,5
104,Cre07_g324200_t1_2|PACid:26889931,Cre07.g324200,11,1317,0.008399172,13,325,0.041106177,51,334,0.170733513,"[1315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[326, 5, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005837746,"[['992', '5'], ['1291', '5'], ['991', '5'], ['993', '5'], ['1289', '5'], ['1288', '5'], ['1293', '5'], ['1290', '5'], ['989', '5'], ['994', '5'], ['1292', '5'], ['990', '5']]",5,60
729,Cre06_g308500_t1_2|PACid:26893691,Cre06.g308500,26,921,0.0287752,10,195,0.053119539,38,249,0.170627835,"[913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[235, 4, 2, 1, 0, 1, 1, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.020784314,"[['305', '9'], ['306', '9']]",9,18
218,Cre09_g394550_t1_2|PACid:26895450,Cre09.g394550,5,675,0.00744423,10,156,0.067008825,30,197,0.170218443,"[679, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[192, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.003016591,"[['367', '5'], ['592', '5']]",5,10
404,Cre05_g242400_t1_2|PACid:26897693,Cre05.g242400,2,278,0.007228972,2,49,0.04196899,14,92,0.17007999,"[276, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002445103,"[86, 1, 0, 2, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.028392719,"[['557', '6']]",6,6
320,Cre06_g264200_t1_2|PACid:26894111,Cre06.g264200,6,571,0.010582186,6,156,0.0394828,21,139,0.168707799,"[566, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001591063,"[126, 6, 1, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.018176614,"[['143', '4']]",4,4
73,Cre08_g368400_t1_2|PACid:26888047,Cre08.g368400,14,986,0.014334907,7,219,0.032664571,42,280,0.167357663,"[970, 2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002419236,"[258, 3, 0, 2, 5, 7, 2, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.034665928,"[['298', '5'], ['299', '5']]",5,10
669,Cre01_g054500_t1_2|PACid:26903401,Cre01.g054500,43,2148,0.020290637,21,392,0.055580979,103,687,0.167266694,"[2134, 3, 0, 3, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001587519,"[638, 11, 4, 8, 5, 13, 5, 6, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.030563515,"[['690', '4']]",4,4
212,Cre01_g050950_t1_2|PACid:26903655,Cre01.g050950,11,1006,0.011014884,5,221,0.022972699,39,262,0.16592773,"[1005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[260, 4, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005414106,"[['1687', '5'], ['520', '5'], ['519', '5']]",5,15
444,Cre01_g050100_t1_2|PACid:26903686,Cre01.g050100,13,927,0.0141565,8,217,0.037803277,37,250,0.164861821,"[928, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[239, 6, 0, 2, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.012316746,"[['763', '4']]",4,4
616,Cre03_g185550_t1_2|PACid:26902772,Cre03.g185550,39,770,0.052440709,7,152,0.04752721,34,230,0.164645183,"[762, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[213, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.006331699,"[['1617', '4']]",4,4
681,Cre03_g154550_t1_3|PACid:26901729,Cre03.g154550,6,546,0.011070312,5,98,0.052838746,26,176,0.164522121,"[685, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[198, 8, 5, 2, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.018215928,"[['1734', '5'], ['1733', '5']]",5,10
553,Cre12_g552200_t1_2|PACid:26906762,Cre12.g552200,33,1985,0.016811707,24,469,0.05300218,75,508,0.164410705,"[1980, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000217535,"[489, 5, 1, 0, 4, 4, 5, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.016314338,"[['175', '5'], ['174', '5'], ['172', '5'], ['173', '5']]",5,20
119,Cre15_g643550_t1_2|PACid:26898104,Cre15.g643550,3,591,0.005093398,4,111,0.036930537,25,170,0.163690175,"[585, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000189609,"[149, 6, 1, 4, 2, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.033535636,"[['62', '8']]",8,8
297,Cre15_g638500_t1_2|PACid:26898276,Cre15.g638500,17,628,0.027570672,8,127,0.06579559,26,177,0.163483506,"[623, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000586559,"[167, 1, 1, 1, 3, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.021269525,"[['261', '5'], ['268', '5'], ['631', '4'], ['629', '6'], ['630', '6']]",6,26
129,Cre07_g322950_t1_2|PACid:26889238,Cre07.g322950,16,697,0.023314165,17,170,0.107325633,28,191,0.163115755,"[948, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000762871,"[251, 8, 1, 1, 1, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.015764608,"[['703', '5']]",5,5
132,Cre01_g037700_t1_2|PACid:26903485,Cre01.g037700,26,1003,0.026380806,9,228,0.040550416,45,307,0.163094558,"[1000, 7, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002114001,"[277, 8, 8, 4, 3, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.022230822,"[['1266', '6'], ['1179', '6'], ['1649', '7'], ['1264', '6'], ['1185', '6'], ['1181', '6'], ['1110', '6'], ['1182', '6'], ['1193', '6'], ['1180', '6'], ['1112', '6'], ['1183', '6'], ['765', '7'], ['1195', '6'], ['1191', '6'], ['1114', '6']]",7,98
607,Cre01_g042750_t1_2|PACid:26904165,Cre01.g042750,6,1586,0.003792676,17,336,0.05238268,65,444,0.162866632,"[1629, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000687994,"[442, 6, 6, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.009484922,"[['148', '2']]",2,2
424,Cre06_g288700_t1_2|PACid:26893041,Cre06.g288700,26,2168,0.012089536,15,488,0.031385332,84,574,0.162798379,"[2165, 4, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000836553,"[530, 21, 7, 6, 1, 3, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.018482523,"[['911', '4']]",4,4
390,Cre03_g168550_t1_1|PACid:26902594,Cre03.g168550,23,919,0.025454306,6,173,0.03550959,46,315,0.162413677,"[915, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00126594,"[272, 17, 4, 10, 4, 2, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.033616419,"[['1955', '4']]",4,4
199,Cre10_g459200_t1_2|PACid:26904936,Cre10.g459200,47,2145,0.022237869,20,455,0.045296783,86,589,0.162386906,"[2133, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000235723,"[534, 23, 5, 5, 5, 8, 5, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.024978639,"[['2020', '5']]",5,5
429,Cre03_g172300_t1_2|PACid:26901891,Cre03.g172300,9,698,0.013006106,5,149,0.034330936,28,193,0.161229915,"[697, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[189, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004682973,"[['1795', '2'], ['1834', '2']]",2,4
308,Cre09_g410700_t1_2|PACid:26895644,Cre09.g410700,4,821,0.004888001,3,174,0.017442647,34,235,0.160738027,"[819, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000524784,"[213, 6, 7, 3, 0, 1, 2, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.025337227,"[['155', '5'], ['1623', '5'], ['151', '5']]",5,15
686,Cre03_g154350_t1_2|PACid:26902197,Cre03.g154350,3,548,0.00549453,6,126,0.049197962,23,159,0.160704867,"[546, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00112113,"[153, 2, 0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.016625817,"[['630', '6']]",6,6
487,Cre12_g513200_t1_2|PACid:26906588,Cre12.g513200,6,942,0.006396627,3,227,0.013333685,34,236,0.159978827,"[940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[226, 5, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004908974,"[['879', '3'], ['880', '3'], ['881', '3']]",3,9
335,Cre08_g359350_t1_2|PACid:26888446,Cre08.g359350,25,1021,0.024894419,8,215,0.038164036,41,285,0.159721234,"[862, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00012875,"[227, 5, 1, 2, 2, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.018392481,"[['1519', '5'], ['281', '6'], ['1515', '7']]",7,18
652,Cre12_g492950_t1_2|PACid:26906842,Cre12.g492950,47,1736,0.027574478,27,409,0.069102552,65,453,0.159261345,"[1721, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000647911,"[429, 5, 12, 1, 3, 2, 1, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.018223592,"[['314', '5'], ['417', '5'], ['330', '5'], ['419', '5']]",5,20
567,Cre06_g293850_t1_2|PACid:26893642,Cre06.g293850,8,543,0.014879595,9,122,0.077655509,23,162,0.157393286,"[541, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000746278,"[151, 3, 0, 1, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.02281567,"[['626', '5']]",5,5
409,Cre12_g557600_t1_1|PACid:26906940,Cre12.g557600,6,471,0.01284828,5,105,0.049197962,19,135,0.155871987,"[468, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[118, 5, 1, 1, 6, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.037763253,"[['440', '3'], ['437', '4']]",4,7
97,Cre12_g509650_t1_2|PACid:26907983,Cre12.g509650,14,1106,0.012766266,14,264,0.054998455,42,299,0.155536598,"[1084, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000481913,"[278, 7, 2, 1, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.015539549,"[['1598', '4'], ['1597', '4']]",4,8
202,Cre10_g425900_t1_2|PACid:26904776,Cre10.g425900,2,508,0.003947378,5,112,0.04602671,20,143,0.154788748,"[506, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[136, 0, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.015749818,"[['553', '6'], ['555', '6']]",6,12
153,Cre03_g189400_t1_2|PACid:26901276,Cre03.g189400,10,919,0.010961101,13,245,0.05503173,33,236,0.154752325,"[910, 3, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002401979,"[212, 10, 3, 1, 1, 2, 4, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.028331672,"[['896', '6'], ['204', '6']]",6,12
378,Cre01_g018800_t1_2|PACid:26903050,Cre01.g018800,7,654,0.010780473,9,139,0.067715135,30,215,0.154389041,"[654, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001271431,"[198, 7, 8, 1, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.022144626,"[['632', '6']]",6,6
